"respid","LOCALRATING","COMATTACH","INFLUENCE","LOCMED_INTOUCH","NEWS_LEVELa","NEWS_LEVELb","NEWS_LEVELc","NEWS_LEVELd","LOCNEWSWEBa","LOCNEWSWEBb","NEWSALERTS","LOCAL_PREFER","PROVIDERa","PROVIDERb","PROVIDERc","PROVIDERd","PROVIDERe","PROVIDERf","PROVIDERg","PROVIDERh","PROVIDERi","PROV_PLATFORMa","PROV_PLATFORMb","PROV_PLATFORMc","PROV_PLATFORMd","PROV_PLATFORMe","PROV_PLATFORMf","PROV_PLATFORMg","PROV_PLATFORMh","PROV_PLATFORMi","PROV_PEOPLE1","PROV_PEOPLE2","LOCNEWS_COVERAGE1","ROLEVALUES1","ROLEVALUES2","JOBVALUESa","JOBVALUESb","JOBVALUESc","JOBVALUESd","JOBVALUESe","JOBVALUESf","JOBVALUESg","MAIN_CONF","TOPICIMPORTa","TOPICIMPORTb","TOPICIMPORTc","TOPICIMPORTd","TOPICIMPORTe","TOPICIMPORTf","TOPICIMPORTg","TOPICIMPORTh","TOPICIMPORTi","TOPICIMPORTj","TOPICIMPORTk","TOPICINFOa","TOPICINFOb","TOPICINFOc","TOPICINFOd","TOPICINFOe","TOPICINFOf","TOPICINFOg","TOPICINFOh","TOPICINFOi","TOPICINFOj","TOPICINFOk","NEWSCONTRIB","INTERNET_IMPT","SOCMEDIA_IMPT","SOCMEDIA_ATTN","DIG_FEATURESa","DIG_FEATURESb","DIG_FEATURESc","DIG_FEATURESd","DIG_FEATURESe","DIG_FEATURESg","LOCAL_DEVICE","LOCALMEDIA_JOB","ROLECONNECTEDa","ROLECONNECTEDc","ROLECONNECTEDd","TALKJOUR","LOCALOPINIONS","LOCALACTIVITYa","LOCALACTIVITYb","LOCALACTIVITYc","LOCALACTIVITYd","LOCALACTIVITYf","FINANCE","LOCAL_NEWS_PAY","LOCAL_NEWS_DONT_PAY","LOCALGROUPSa","LOCALGROUPSb","LOCALGROUPSc","LOCALGROUPSd","LOCALGROUPSf","LOCALGROUPSg","LOCALGROUPSh","LOCALGROUPSi","F_METRO","F_CREGION","F_USR_SELFID","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_RACETHN","F_MARITAL","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_ACSWEB","F_VOLSUM","LOCAL_AREA","WEIGHT"
31,2,2,1,1,2,2,2,2,2,2,1,3,2,2,2,1,2,2,2,3,2,1,2,2,1,1,3,3,1,1,2,2,1,2,5,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,99,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,4,1,4,1,2,3,3,1,3,2,2,4,2,1,1,1,"38060",0.1709712259
32,4,2,2,2,4,2,1,2,2,4,1,3,1,3,3,2,2,3,4,4,4,1,1,1,1,1,1,NA,NA,NA,3,1,1,5,7,1,2,1,1,1,1,1,2,1,2,1,2,2,1,3,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,1,1,1,3,3,1,1,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,5,2,1,2,NA,2,6,2,1,1,2,"17460",0.8532889825
33,1,2,2,1,3,3,2,2,2,2,1,5,2,2,2,3,2,2,3,2,4,3,3,1,1,3,4,4,2,NA,2,3,1,5,6,1,1,1,1,1,1,1,2,2,3,1,2,2,2,3,3,2,3,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,99,2,99,2,99,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,5,1,1,2,NA,2,8,1,1,1,2,"18140",0.8095841486
34,99,2,1,1,2,2,1,1,1,2,1,5,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,2,1,2,7,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,3,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,4,2,2,2,3,1,3,1,3,1,1,1,3,1,1,2,"41860",1.6722447253
35,2,2,2,1,3,3,3,3,2,2,1,1,4,1,3,3,2,3,4,4,3,NA,1,1,1,1,1,NA,NA,1,2,1,1,6,5,1,2,1,1,1,1,1,2,1,2,1,1,2,1,3,1,2,3,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,NA,2,2,2,2,2,2,2,2,1,2,2,3,2,1,5,1,1,2,NA,2,4,2,1,1,2,"00005",0.6449577199
36,1,2,2,2,1,1,1,3,3,4,1,1,1,1,3,3,4,3,2,4,99,1,1,1,1,NA,1,2,NA,NA,3,1,2,3,1,2,1,2,2,2,1,2,3,3,1,1,2,2,3,1,4,2,3,4,2,2,1,2,2,3,1,NA,3,2,NA,1,3,NA,NA,2,2,2,2,2,2,3,2,1,1,4,2,2,2,2,2,1,2,2,1,NA,2,1,2,2,2,2,1,99,1,1,3,4,1,1,6,9,1,4,1,1,7,1,1,1,1,"00005",0.1559337081
37,1,1,2,1,2,1,2,1,3,3,1,3,1,2,2,3,2,2,3,2,4,1,1,1,1,1,1,1,99,NA,1,1,2,1,5,1,2,1,1,1,1,1,2,1,2,1,2,2,1,3,3,2,3,2,2,1,1,1,2,2,2,3,1,2,2,2,3,3,1,2,2,1,2,1,1,1,2,2,2,3,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,99,1,4,2,4,1,1,5,1,1,1,NA,1,6,2,1,1,1,"00004",0.2377981883
38,1,2,2,2,2,1,3,4,4,1,1,4,2,3,3,2,4,3,4,2,4,3,3,3,1,NA,2,NA,2,NA,4,NA,1,3,2,1,2,2,1,1,1,2,2,1,2,1,2,4,2,4,2,3,3,1,2,3,1,1,NA,1,NA,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,4,3,6,4,2,2,8,1,1,1,2,"16980",2.6634298162
39,1,2,1,1,2,1,1,1,2,4,2,1,1,1,2,2,2,2,3,4,3,1,1,1,1,99,3,99,NA,99,3,1,2,5,6,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,3,2,2,2,1,2,2,1,1,2,2,3,2,2,2,NA,NA,1,1,2,2,1,1,2,2,2,2,3,1,2,1,1,2,1,1,2,1,NA,1,2,1,1,2,2,2,99,1,4,2,4,1,1,6,1,1,2,NA,2,7,1,1,1,1,"41860",0.1531206888
40,2,3,1,1,4,3,3,4,4,4,2,3,1,3,4,4,4,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,7,3,1,1,1,1,1,1,1,2,2,4,1,3,4,1,3,4,3,4,2,2,NA,1,2,NA,2,2,NA,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,1,5,1,1,2,NA,2,6,2,1,1,2,"00006",0.7030552301
41,1,2,1,1,2,3,1,1,2,1,1,4,2,2,3,2,3,2,1,1,4,3,3,2,2,3,1,2,2,NA,3,3,1,4,6,1,1,1,1,1,1,1,1,1,4,1,4,3,1,4,3,4,1,1,1,NA,1,NA,2,1,NA,1,NA,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,4,2,2,2,2,1,2,1,1,2,2,1,3,1,2,2,3,1,1,6,4,1,1,1,3,1,1,2,"00005",2.2671434778
42,2,2,1,1,3,3,2,2,3,2,2,3,2,2,2,1,2,2,2,2,4,1,1,1,1,3,2,2,2,NA,2,1,1,5,1,1,1,1,1,1,1,1,2,2,2,1,2,3,2,3,2,2,2,2,2,3,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,4,2,3,2,2,3,1,3,2,NA,2,6,2,2,1,1,"41740",0.4248754898
43,2,2,1,1,99,1,1,2,2,4,2,3,2,2,3,3,4,2,2,4,4,1,1,1,1,NA,4,1,NA,NA,2,1,2,5,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,3,3,3,1,2,1,1,2,1,1,2,2,1,2,1,2,1,NA,NA,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,99,1,2,2,4,1,1,6,1,6,2,NA,2,8,1,1,1,1,"17460",0.1382994936
44,1,1,2,2,2,2,2,3,2,2,2,4,4,4,4,1,1,2,1,2,99,NA,NA,NA,1,3,3,3,1,NA,3,1,2,6,5,1,2,1,1,1,1,2,2,2,1,1,1,2,1,3,3,1,2,2,3,2,1,3,3,3,1,2,3,2,4,2,1,2,1,2,2,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,1,2,1,NA,2,1,2,2,1,2,2,2,1,3,2,2,2,1,6,1,1,2,NA,2,8,1,1,1,1,"47900",0.2375215948
45,1,2,2,1,4,4,3,3,3,2,1,4,2,3,3,3,4,3,3,3,3,1,3,3,1,NA,3,4,1,1,4,NA,1,6,3,2,2,2,2,2,2,2,2,2,3,4,4,4,3,3,99,3,2,3,3,3,NA,NA,NA,3,3,NA,3,3,3,2,3,2,2,1,2,1,2,2,2,1,2,2,4,4,1,2,2,2,2,2,2,1,2,2,2,99,1,2,2,2,2,2,1,2,2,2,1,2,3,1,1,2,NA,2,8,1,1,1,1,"19820",0.377780996
46,2,2,2,1,3,3,3,3,4,4,2,2,3,3,3,1,3,4,4,4,4,1,1,1,1,1,NA,NA,NA,NA,2,1,2,6,1,1,1,1,1,1,1,1,1,2,2,4,1,3,4,1,2,99,4,2,1,1,NA,1,1,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,2,2,2,2,2,2,2,2,2,4,2,1,2,1,2,2,2,2,1,3,2,4,2,2,3,1,3,2,NA,2,3,3,1,1,1,"47900",0.2029997571
47,1,1,2,1,1,1,1,1,3,4,1,2,1,3,2,1,1,2,3,4,4,1,1,1,1,1,1,1,NA,NA,2,1,2,6,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,2,2,3,2,1,2,1,2,1,1,1,3,1,2,1,2,2,NA,NA,1,1,2,1,1,1,2,1,2,1,3,2,1,2,2,2,2,1,3,1,NA,2,2,2,2,2,2,2,2,1,2,2,4,1,1,6,1,1,2,NA,2,99,99,1,1,2,"19820",0.5076081959
48,2,2,1,2,2,2,3,3,3,4,2,2,2,3,3,2,3,4,3,4,4,1,1,1,1,1,NA,2,NA,NA,1,1,2,2,4,1,2,1,2,1,1,1,1,2,2,3,2,3,3,4,3,2,4,4,2,2,1,2,2,2,NA,2,2,NA,NA,2,1,NA,NA,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,2,2,2,1,1,3,3,1,2,4,1,1,3,2,2,8,1,1,1,1,"35620",0.3649605185
49,1,1,1,2,2,2,1,1,3,4,1,3,2,4,4,4,2,2,4,4,4,1,NA,NA,NA,1,1,NA,NA,NA,4,NA,1,1,3,1,1,1,99,1,1,1,2,1,99,2,3,1,1,4,4,3,4,1,2,NA,1,99,1,2,NA,NA,2,NA,2,2,2,NA,NA,2,2,2,1,1,2,3,2,4,2,3,99,2,2,99,99,2,1,2,99,NA,2,2,2,2,2,2,2,2,1,4,3,4,2,1,5,1,5,1,NA,1,5,2,1,1,2,"38060",0.4881326571
50,3,2,1,1,4,99,1,99,99,2,2,3,1,4,4,3,3,4,4,2,4,1,NA,NA,1,99,NA,NA,2,NA,4,NA,2,6,5,1,1,1,1,1,1,1,1,1,2,1,4,3,2,3,3,3,2,99,1,1,1,NA,2,99,1,2,99,2,NA,2,2,99,1,1,2,1,2,1,2,1,1,1,99,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,3,2,6,4,2,2,1,3,3,1,2,"17140",1.7987560703
51,2,3,1,99,2,2,3,3,3,2,1,5,4,3,3,4,3,3,4,2,2,NA,2,2,NA,2,3,NA,2,1,3,1,1,6,5,99,99,99,99,99,99,99,2,2,2,2,4,4,4,4,4,4,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,1,1,1,2,3,2,1,1,1,2,2,2,2,2,2,1,99,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,3,2,1,6,2,NA,2,5,2,1,1,2,"39300",2.5567343839
52,1,1,1,1,2,2,1,1,2,1,2,4,4,4,4,3,3,3,2,3,4,NA,NA,NA,2,3,4,4,2,NA,1,3,1,5,1,1,1,1,1,1,1,2,1,4,2,1,2,3,4,4,3,2,2,1,NA,1,1,1,2,NA,NA,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,1,6,1,6,3,2,2,1,3,1,1,2,"99999",1.0508802021
53,1,1,1,1,1,1,1,2,1,4,1,3,1,1,4,1,3,1,2,3,4,1,99,NA,1,1,1,1,1,NA,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,NA,NA,2,2,2,2,1,1,1,1,1,1,3,1,2,1,2,1,1,1,2,1,NA,1,2,2,1,2,2,1,1,1,2,2,3,2,1,6,1,1,2,NA,2,8,1,1,1,1,"00005",0.1757270129
54,2,2,1,1,3,2,2,4,3,4,1,3,1,2,4,4,2,4,4,4,4,1,1,NA,NA,1,NA,NA,NA,NA,2,2,1,5,6,1,1,1,1,99,1,1,1,2,2,1,1,1,1,4,4,2,4,2,2,2,1,2,1,1,NA,NA,2,NA,99,2,2,NA,NA,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,3,2,3,2,1,5,1,3,3,2,2,6,2,1,1,1,"12420",0.2339837044
55,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,3,2,3,1,1,1,1,2,1,1,2,2,2,1,1,6,3,1,2,1,1,1,1,1,1,2,1,1,1,2,2,3,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,99,1,2,2,2,2,2,1,3,4,2,1,6,1,1,2,NA,2,8,1,1,1,1,"00001",0.1780519901
56,2,2,1,1,2,1,1,1,3,2,2,3,1,4,4,4,3,3,4,4,4,1,NA,NA,NA,2,2,NA,NA,NA,2,1,1,5,3,1,1,1,1,1,1,1,2,1,2,1,2,2,1,4,4,2,3,1,1,2,1,3,2,2,NA,NA,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,3,2,2,4,1,1,1,NA,1,7,1,1,1,2,"00006",0.7316359078
57,1,2,1,1,2,2,3,3,1,2,1,5,2,4,4,2,4,4,4,3,4,2,NA,NA,2,NA,NA,NA,1,NA,2,3,2,7,99,2,2,2,1,2,2,2,3,1,2,1,1,2,2,3,2,1,4,2,2,2,1,2,2,1,1,2,2,NA,3,2,1,2,1,2,2,1,2,1,1,1,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,5,1,1,3,1,1,9,1,1,1,1,"41180",0.3127163834
58,2,2,1,1,1,1,1,1,1,1,1,5,1,4,1,1,3,1,1,1,1,1,NA,3,1,3,2,2,1,1,1,3,1,7,2,2,2,2,1,2,2,2,2,1,1,2,3,3,2,4,1,3,3,1,2,2,1,1,2,2,NA,99,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,3,2,4,2,1,1,2,2,2,2,1,1,4,2,2,2,1,5,1,3,1,NA,1,7,1,1,1,1,"00001",0.4616615911
59,1,2,2,2,2,1,2,2,2,4,1,5,2,2,2,99,99,2,99,4,3,1,2,2,NA,NA,3,NA,NA,1,3,1,2,5,3,2,2,2,2,1,2,2,3,2,2,1,3,3,1,2,2,3,3,4,2,2,2,3,2,2,2,2,2,2,NA,2,1,NA,NA,2,2,2,1,1,1,2,3,2,1,3,2,2,2,2,2,2,2,3,2,1,2,2,2,99,2,2,2,2,1,3,2,3,1,1,6,1,1,1,NA,1,7,1,1,1,2,"34980",0.5893133702
60,2,2,2,1,3,2,4,3,4,4,2,5,3,2,4,2,4,3,4,4,4,1,2,NA,1,NA,3,NA,NA,NA,1,1,1,5,6,1,1,2,2,1,1,2,2,3,3,4,3,3,4,3,3,4,3,4,2,2,NA,2,2,NA,2,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,4,2,2,1,1,6,1,1,4,2,2,7,1,1,1,2,"00005",1.3805009353
61,2,1,1,1,2,2,99,2,2,3,1,3,1,4,3,1,3,2,3,2,4,1,NA,1,1,2,3,1,1,NA,2,1,1,2,5,1,1,1,2,1,1,2,2,2,2,1,2,2,1,4,2,2,3,2,2,2,1,2,2,1,NA,2,2,3,2,2,3,3,1,2,2,2,2,1,1,3,2,2,1,3,1,2,1,2,2,2,1,2,1,NA,2,2,2,2,2,2,2,1,1,4,1,4,1,2,4,1,5,1,NA,1,8,1,1,1,2,"00001",0.4844224381
62,3,4,2,2,3,2,2,2,3,1,1,4,2,2,4,3,4,2,4,1,4,3,1,NA,3,NA,4,NA,2,NA,1,3,2,5,7,2,2,2,2,2,2,2,2,2,2,1,3,3,2,4,1,2,1,1,2,3,1,2,3,2,NA,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,3,2,4,2,NA,2,3,3,1,1,2,"32820",0.7158367409
63,1,2,1,1,2,1,1,2,1,4,1,3,1,4,3,2,4,4,4,4,4,1,NA,1,1,NA,NA,NA,NA,NA,3,1,1,6,5,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,1,1,3,1,2,1,2,2,NA,NA,1,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,99,1,4,3,3,2,3,2,3,3,2,NA,2,5,2,3,1,99,"38060",0.976390187
64,1,2,2,2,1,1,1,2,1,3,1,3,1,4,4,1,3,2,4,4,1,1,NA,NA,1,1,1,NA,NA,1,3,1,1,1,6,1,1,1,2,1,1,1,2,3,3,2,3,4,1,4,2,2,2,1,2,2,1,2,NA,2,NA,3,2,2,3,2,2,3,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,99,1,4,2,4,2,3,2,3,4,2,NA,2,5,2,2,1,2,"46060",1.4007758612
65,2,3,1,2,3,3,2,2,4,1,1,3,2,4,4,2,4,4,4,3,4,1,NA,NA,1,NA,NA,NA,2,NA,2,1,2,5,1,2,2,2,2,2,2,2,3,3,4,2,3,4,3,4,4,3,3,3,1,NA,1,1,NA,1,NA,NA,1,1,1,2,2,3,1,1,1,2,1,1,2,3,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,2,2,4,1,1,3,1,1,6,2,1,1,2,"00004",0.6952901602
66,1,2,1,1,3,2,2,3,2,1,1,4,2,2,3,2,2,3,4,3,1,1,3,3,1,1,1,NA,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,4,1,2,4,1,1,3,2,2,6,2,1,1,1,"41180",0.3222062221
67,1,2,1,1,2,2,2,2,1,1,1,1,2,1,3,4,4,1,1,4,99,99,1,1,NA,NA,1,1,NA,NA,3,1,2,3,7,2,2,2,2,2,2,2,3,1,2,1,2,2,3,3,2,3,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,3,2,4,2,2,3,1,3,1,NA,1,2,3,1,1,1,"00006",0.3152609541
68,2,2,2,1,2,2,2,1,2,4,1,5,2,4,4,4,4,4,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,5,3,1,2,1,1,1,1,2,2,2,2,1,3,3,3,2,3,2,2,2,1,1,1,2,2,1,3,2,2,3,1,2,1,NA,NA,2,2,2,2,1,1,1,2,1,2,4,2,2,2,2,2,2,2,2,1,NA,2,1,2,2,2,2,2,99,2,3,3,3,2,1,5,1,1,1,NA,1,6,2,1,1,2,"99999",0.655746634
69,2,3,1,1,2,1,1,2,3,4,2,3,1,2,3,1,4,3,4,4,4,1,1,1,1,NA,2,NA,NA,NA,3,1,1,5,7,1,1,1,1,1,1,1,1,2,2,1,3,3,1,3,3,3,3,2,1,1,1,2,2,1,1,2,1,2,2,2,2,NA,NA,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,99,2,2,2,2,2,2,2,1,3,2,3,1,2,3,1,1,1,NA,1,8,1,1,1,2,"15980",1.6558926598
70,2,2,1,2,3,3,3,3,3,2,2,5,3,4,3,3,4,3,4,3,4,1,NA,1,1,NA,3,NA,1,NA,4,NA,1,5,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,4,2,3,4,2,2,2,1,2,2,1,NA,2,2,NA,2,2,1,3,1,2,2,2,99,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,1,4,2,3,1,1,6,3,1,1,NA,1,6,2,1,1,1,"00004",0.1739621741
71,1,3,1,99,4,4,4,2,4,4,1,3,3,4,3,3,3,3,4,4,4,1,NA,1,1,1,1,NA,NA,NA,3,1,2,7,1,99,99,99,99,99,99,99,2,2,4,2,2,4,3,4,3,2,2,2,1,NA,1,1,NA,1,NA,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,2,1,2,2,2,2,2,99,2,1,2,1,2,2,2,2,2,1,2,2,3,2,2,3,2,1,1,4,99,9,6,2,3,1,1,"99999",0.8649400829
72,2,2,2,1,3,2,2,2,3,2,2,4,2,2,2,3,3,3,2,2,2,3,3,3,3,3,4,4,99,2,3,1,1,6,1,1,1,2,2,1,1,1,2,2,3,2,3,2,2,4,3,2,3,2,2,2,2,2,2,2,NA,3,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,2,4,1,6,3,1,1,2,3,1,1,2,"49340",0.7467811128
73,2,2,2,2,3,2,2,2,3,2,1,3,1,3,4,4,4,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,1,2,2,1,2,1,1,1,2,2,2,1,3,4,2,3,4,2,3,1,2,2,1,2,NA,2,2,NA,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,1,5,1,1,3,2,2,4,2,1,1,2,"00006",0.4970189781
74,2,1,1,1,2,1,1,1,4,1,2,3,1,3,3,3,3,3,4,4,4,1,1,1,1,1,1,NA,NA,NA,1,1,1,7,5,1,1,1,1,1,1,1,1,1,2,1,99,1,1,3,2,99,3,2,2,3,1,NA,2,2,2,2,NA,2,2,2,3,3,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,1,2,4,4,6,4,1,1,3,3,3,1,2,"00004",3.638664862
75,3,3,2,1,3,3,3,3,4,4,2,1,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,6,1,2,1,1,1,1,2,2,1,2,1,3,2,1,4,2,4,2,1,2,4,1,1,1,2,NA,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,1,3,4,99,9,4,2,1,1,2,"00005",0.7087210229
76,1,1,1,1,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,NA,2,2,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,3,3,2,2,1,5,2,1,2,NA,2,8,1,1,1,1,"00006",0.814052287
77,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,3,1,1,2,1,4,1,1,1,1,1,3,1,2,NA,1,1,2,5,6,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,3,2,2,1,1,1,1,1,2,2,NA,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,NA,1,2,2,2,2,2,1,2,2,2,3,4,2,2,3,1,5,1,NA,1,6,2,1,0,1,"99999",1.8834885223
78,2,3,1,1,3,2,2,2,2,2,2,3,2,2,2,1,2,4,3,2,4,2,1,1,1,2,NA,4,2,NA,3,1,2,3,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,4,3,2,2,2,1,1,1,2,2,2,NA,2,2,2,3,2,2,2,1,1,2,1,2,1,1,2,3,1,1,2,1,2,2,2,2,2,2,3,2,4,2,1,2,2,2,2,2,2,2,1,3,3,2,3,2,1,1,1,NA,1,7,1,1,1,2,"99999",0.8566545778
79,1,1,1,1,3,2,1,1,2,1,1,3,1,1,2,3,2,1,2,1,4,1,1,2,1,1,1,1,1,NA,1,1,1,7,6,2,2,2,2,1,1,1,1,1,2,1,3,2,2,3,2,3,3,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,3,2,2,6,2,NA,2,2,3,2,1,2,"12060",1.0412900668
80,2,2,2,1,4,2,1,1,2,3,1,3,1,1,2,2,2,2,2,3,4,1,1,1,1,2,1,1,1,NA,2,2,1,1,7,1,1,1,1,1,1,1,1,1,3,1,2,3,2,4,1,3,3,2,1,3,1,2,2,2,NA,2,2,2,2,2,2,3,2,2,2,2,2,1,2,1,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,3,99,9,3,3,1,1,2,"00005",0.5813647095
81,2,2,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,4,2,4,4,1,2,2,1,1,NA,3,NA,NA,2,2,1,5,1,1,1,1,1,1,1,1,2,1,2,1,2,3,2,2,3,3,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,4,1,1,6,1,1,3,2,2,6,2,1,1,2,"28940",0.5508720595
